pp,REPORT_DATE,CONTRACT_ID,DAY_PAST_DUE,DPD_GROUP,AMT_PRINCIPAL
14536,31.12.2023,LOAN_2078132418,0,0 days,"225,348"
14537,30.09.2023,LOAN_2078132418,0,0 days,"243,206"
14538,30.09.2023,LOAN_2078129858,0,0 days,"28,947"
14539,30.09.2023,LOAN_2079239125,0,0 days,"739,744"
14540,31.03.2023,LOAN_2007928439,0,0 days,"61,187"
14541,31.12.2023,LOAN_2075908947,0,0 days,"46,176"
14542,31.12.2023,LOAN_2078130939,0,0 days,"76,961"
14543,31.12.2023,LOAN_2075908606,0,0 days,"29,031"
14544,31.12.2023,LOAN_2112306148,0,0 days,"48,325"
14545,31.12.2023,LOAN_2078132466,0,0 days,"60,866"
14546,30.09.2023,LOAN_2078132466,0,0 days,"71,991"
14547,30.09.2023,LOAN_2078130939,0,0 days,"91,028"
14548,30.09.2023,LOAN_2112306148,0,0 days,"55,940"
14549,30.09.2023,LOAN_2075908947,0,0 days,"54,617"
14550,30.06.2023,LOAN_2029908549,0,0 days,"19,559"
14551,30.06.2023,LOAN_2007928439,0,0 days,"53,988"
14552,30.09.2023,LOAN_2075908606,0,0 days,"34,337"
14553,30.09.2023,LOAN_2007928439,0,0 days,"48,679"
14554,31.12.2023,LOAN_2007928439,0,0 days,"42,845"
14555,31.03.2023,LOAN_1981656125,0,0 days,"119,054"
14556,31.03.2023,LOAN_2007928384,0,0 days,"62,623"
14557,31.03.2023,LOAN_2007929762,0,0 days,"128,909"
14558,31.12.2023,LOAN_2078132206,0,0 days,"46,746"
14559,31.12.2023,LOAN_2007928384,0,0 days,"27,791"
14560,31.12.2023,LOAN_1981656125,0,0 days,"40,934"
14561,30.09.2023,LOAN_2007928384,0,0 days,"40,185"
14562,30.09.2023,LOAN_2078133552,0,0 days,"50,896"
14563,30.09.2023,LOAN_2040306396,0,0 days,"76,542"
14564,30.06.2023,LOAN_2007928384,0,0 days,"51,637"
14565,30.06.2023,LOAN_1981656125,0,0 days,"94,924"
14566,30.06.2023,LOAN_2040306396,0,0 days,"93,913"
14567,30.09.2023,LOAN_2078132206,0,0 days,"58,619"
14568,30.09.2023,LOAN_1981656125,0,0 days,"68,970"
14569,31.12.2023,LOAN_2078133552,0,0 days,"39,860"
14570,31.12.2023,LOAN_2040306396,0,0 days,"57,729"
14571,31.12.2023,LOAN_2075909098,0,0 days,"30,680"
14572,30.09.2023,LOAN_2078129089,0,0 days,"58,237"
14573,30.09.2023,LOAN_2075909098,0,0 days,"38,904"
14574,31.12.2023,LOAN_2174036154,0,0 days,"301,150"
14575,31.12.2023,LOAN_2164093125,0,0 days,"150,000"
14576,31.03.2023,LOAN_1707606150,0,0 days,"86,734"
14577,31.03.2023,LOAN_1688626149,0,0 days,"348,518"
14578,31.12.2023,LOAN_1707606150,0,0 days,"30,740"
14579,31.12.2023,LOAN_1684908772,0,0 days,"61,843"
14580,31.12.2023,LOAN_1688626149,0,0 days,"173,171"
14581,30.09.2023,LOAN_1690303125,0,0 days,"345,084"
14582,30.09.2023,LOAN_1688626149,0,0 days,"233,870"
14583,30.06.2023,LOAN_1688626149,0,0 days,"292,268"
14584,30.06.2023,LOAN_1690303125,0,0 days,"356,445"
14585,30.06.2023,LOAN_1694047125,0,0 days,"65,723"
14586,30.06.2023,LOAN_1684908772,0,0 days,"110,844"
14587,30.06.2023,LOAN_1707606150,0,0 days,"68,768"
14588,31.03.2023,LOAN_1684908772,0,0 days,"133,990"
14589,31.03.2023,LOAN_1690303125,0,0 days,"367,386"
14590,31.03.2023,LOAN_1694047125,0,0 days,"77,468"
14591,30.09.2023,LOAN_1707606150,0,0 days,"50,116"
14592,30.09.2023,LOAN_1684908772,0,0 days,"86,815"
14593,31.12.2023,LOAN_1690303125,0,0 days,"333,154"
14594,31.12.2022,LOAN_1694047125,0,0 days,"88,849"
14595,31.12.2022,LOAN_1690303125,0,0 days,"378,215"
14596,31.12.2022,LOAN_1684908772,0,0 days,"156,395"
14597,31.12.2022,LOAN_1707606150,0,0 days,"105,801"
14598,31.12.2022,LOAN_1688626149,0,0 days,"404,313"
14599,31.03.2023,LOAN_1864806422,0,0 days,"528,298"
14600,30.09.2023,LOAN_1864806422,0,0 days,"487,790"
14601,30.06.2023,LOAN_1864806422,0,0 days,"508,246"
14602,31.12.2023,LOAN_1864806422,0,0 days,"466,822"
14603,31.12.2022,LOAN_1864806422,0,0 days,"548,180"
14604,31.03.2023,LOAN_1978217000,0,0 days,"166,232"
14605,31.12.2023,LOAN_1978221524,0,0 days,"41,332"
14606,30.09.2023,LOAN_1978221524,0,0 days,"55,429"
14607,30.09.2023,LOAN_1978217000,0,0 days,"32,801"
14608,30.06.2023,LOAN_1978221524,0,0 days,"68,783"
14609,30.06.2023,LOAN_1978217000,0,0 days,"132,349"
14610,31.03.2023,LOAN_1978221524,0,0 days,"81,455"
14611,31.03.2023,LOAN_1878908654,0,0 days,"17,426"
14612,31.12.2022,LOAN_1878908654,0,0 days,"23,679"
14613,31.12.2022,LOAN_1878908601,0,0 days,"20,352"
14614,31.03.2023,LOAN_1878908664,0,0 days,"774,766"
14615,31.03.2023,LOAN_1877806400,0,0 days,"464,675"
14616,31.03.2023,LOAN_1878908508,0,0 days,"411,052"
14617,31.03.2023,LOAN_1864806408,0,0 days,"393,507"
14618,31.03.2023,LOAN_1878908393,0,0 days,"393,416"
14619,31.12.2023,LOAN_1878908393,0,0 days,"340,356"
14620,31.12.2023,LOAN_1878908508,87,61 - 90,"374,720"
14621,31.12.2023,LOAN_1878908578,0,0 days,"786,590"
14622,31.12.2023,LOAN_1860435125,0,0 days,"417,113"
14623,30.09.2023,LOAN_1878908664,0,0 days,"671,491"
14624,30.09.2023,LOAN_1878908393,0,0 days,"358,648"
14625,30.09.2023,LOAN_1878908508,0,0 days,"374,720"
14626,30.09.2023,LOAN_1878908578,0,0 days,"828,873"
14627,30.09.2023,LOAN_1878906355,0,0 days,"546,409"
14628,30.09.2023,LOAN_1860435125,0,0 days,"440,167"
14629,30.06.2023,LOAN_1878906355,0,0 days,"573,292"
14630,30.06.2023,LOAN_1870217125,0,0 days,"565,747"
14631,30.06.2023,LOAN_1860435125,0,0 days,"462,409"
14632,30.06.2023,LOAN_1878908393,0,0 days,"376,293"
14633,30.06.2023,LOAN_1878906431,0,0 days,"648,306"
14634,30.06.2023,LOAN_1878908508,0,0 days,"393,158"
14635,30.06.2023,LOAN_1878908578,0,0 days,"869,659"
14636,30.06.2023,LOAN_1877806400,0,0 days,"444,447"
14637,30.06.2023,LOAN_1878908664,0,0 days,"721,377"
14638,31.03.2023,LOAN_1860435125,0,0 days,"483,993"
14639,31.03.2023,LOAN_1878906431,0,0 days,"657,683"
14640,31.03.2023,LOAN_1878908578,0,0 days,"909,239"
14641,31.03.2023,LOAN_1870217125,0,0 days,"592,154"
14642,31.03.2023,LOAN_1878906355,0,0 days,"599,379"
14643,30.09.2023,LOAN_1877806400,0,0 days,"423,603"
14644,31.12.2023,LOAN_1877806400,0,0 days,"401,994"
14645,31.12.2023,LOAN_1878908664,0,0 days,"629,557"
14646,31.12.2023,LOAN_1878906355,0,0 days,"518,540"
14647,31.12.2022,LOAN_1878908578,0,0 days,"948,232"
14648,31.12.2022,LOAN_1860435125,0,0 days,"505,250"
14649,31.12.2022,LOAN_1870217125,0,0 days,"618,161"
14650,31.12.2022,LOAN_1878908508,0,0 days,"428,680"
14651,31.12.2022,LOAN_1878908664,0,0 days,"817,192"
14652,31.12.2022,LOAN_1878906431,0,0 days,"685,888"
14653,31.12.2022,LOAN_1878906355,0,0 days,"625,080"
14654,31.12.2022,LOAN_1878908393,0,0 days,"410,285"
14655,31.12.2022,LOAN_1864806408,0,0 days,"410,799"
14656,31.12.2022,LOAN_1877806400,0,0 days,"484,603"
14657,31.12.2022,LOAN_1878908558,26,1 - 30,"868,295"
14658,31.12.2023,LOAN_1885422125,0,0 days,"549,275"
14659,30.09.2023,LOAN_1885422125,0,0 days,"574,942"
14660,30.06.2023,LOAN_1885422125,0,0 days,"600,173"
14661,31.03.2023,LOAN_1885422125,0,0 days,"625,057"
14662,31.12.2022,LOAN_1885422125,0,0 days,"649,785"
14663,31.12.2023,LOAN_2156908572,0,0 days,"113,453"
14664,31.12.2023,LOAN_2153453125,0,0 days,"74,821"
14665,31.03.2023,LOAN_1780850272,0,0 days,"52,267"
14666,31.03.2023,LOAN_1780843185,0,0 days,"3,944"
14667,31.03.2023,LOAN_1780327116,0,0 days,"9,114"
14668,31.12.2023,LOAN_1780850272,7,1 - 30,"52,267"
14669,30.09.2023,LOAN_1780850272,0,0 days,"52,267"
14670,30.06.2023,LOAN_1780850272,67,61 - 90,"52,267"
14671,31.03.2023,LOAN_1780329393,0,0 days,"28,481"
14672,31.03.2023,LOAN_1780848514,0,0 days,"9,114"
14673,31.12.2022,LOAN_1780329393,0,0 days,"55,970"
14674,31.12.2022,LOAN_1780843185,0,0 days,"7,749"
14675,31.12.2022,LOAN_1780582779,0,0 days,"14,328"
14676,31.12.2022,LOAN_1780848514,0,0 days,"17,910"
14677,31.12.2022,LOAN_1741909225,0,0 days,"6,726"
14678,31.12.2022,LOAN_1780327116,0,0 days,"17,910"
14679,31.12.2022,LOAN_1780850272,0,0 days,"52,267"
14680,31.12.2023,LOAN_1780327327,0,0 days,"60,441"
14681,31.12.2023,LOAN_1741908625,0,0 days,"17,951"
14682,30.09.2023,LOAN_1780327327,0,0 days,"66,359"
14683,30.09.2023,LOAN_1741908625,0,0 days,"20,140"
14684,30.06.2023,LOAN_1780327327,0,0 days,"71,934"
14685,30.06.2023,LOAN_1741908625,0,0 days,"98,535"
14686,31.03.2023,LOAN_1741908625,0,0 days,"107,222"
14687,31.03.2023,LOAN_1780327327,0,0 days,"77,217"
14688,31.12.2022,LOAN_1741908625,0,0 days,"115,576"
14689,31.12.2022,LOAN_1780581494,0,0 days,"82,311"
14690,31.12.2022,LOAN_1780327327,0,0 days,"82,311"
14691,31.03.2023,LOAN_1740006423,0,0 days,"268,317"
14692,31.03.2023,LOAN_1780845052,0,0 days,"827,321"
14693,31.12.2023,LOAN_1780845052,0,0 days,"730,187"
14694,30.09.2023,LOAN_1740006423,0,0 days,"51,228"
14695,30.06.2023,LOAN_1740006423,0,0 days,"210,183"
14696,30.06.2023,LOAN_1780845052,0,0 days,"796,160"
14697,30.09.2023,LOAN_1780845052,0,0 days,"763,887"
14698,31.12.2022,LOAN_1740006423,0,0 days,"297,448"
14699,31.12.2022,LOAN_1780845052,0,0 days,"858,025"
14700,30.06.2023,LOAN_1741908955,0,0 days,"68,559"
14701,31.03.2023,LOAN_1741908955,0,0 days,"82,643"
14702,30.09.2023,LOAN_1741908955,0,0 days,"54,264"
14703,31.12.2023,LOAN_1741908955,0,0 days,"39,748"
14704,31.12.2022,LOAN_1741908955,0,0 days,"96,547"
14705,31.03.2023,LOAN_1741908742,0,0 days,"27,447"
14706,31.03.2023,LOAN_1740576125,0,0 days,"46,013"
14707,31.12.2023,LOAN_1741906147,0,0 days,"25,955"
14708,31.12.2023,LOAN_1741908742,0,0 days,"13,087"
14709,30.09.2023,LOAN_1742627125,0,0 days,"32,133"
14710,30.06.2023,LOAN_1742627125,0,0 days,"40,599"
14711,30.06.2023,LOAN_1741908742,0,0 days,"22,770"
14712,30.06.2023,LOAN_1741906147,0,0 days,"39,102"
14713,31.03.2023,LOAN_1741906147,0,0 days,"45,528"
14714,31.03.2023,LOAN_1742627125,0,0 days,"48,939"
14715,30.09.2023,LOAN_1741908742,0,0 days,"17,987"
14716,30.09.2023,LOAN_1741906147,0,0 days,"32,579"
14717,31.12.2022,LOAN_1741908742,0,0 days,"32,152"
14718,31.12.2022,LOAN_1741906147,0,0 days,"51,874"
14719,31.12.2022,LOAN_1740576125,0,0 days,"54,258"
14720,31.12.2022,LOAN_1742627125,0,0 days,"57,172"
14721,30.09.2023,LOAN_1781094184,0,0 days,"241,298"
14722,30.06.2023,LOAN_1781094184,0,0 days,"250,708"
14723,31.03.2023,LOAN_1781094184,0,0 days,"259,721"
14724,31.12.2023,LOAN_1781094184,0,0 days,"231,366"
14725,31.12.2022,LOAN_1781094184,0,0 days,"268,589"
14726,31.03.2023,LOAN_1781089660,0,0 days,"12,851"
14727,31.12.2022,LOAN_1781089660,0,0 days,"16,686"
14728,31.03.2023,LOAN_1753723125,0,0 days,"157,157"
14729,31.12.2022,LOAN_1753723125,0,0 days,"180,700"
14730,31.12.2023,LOAN_2067934766,0,0 days,"929,133"
14731,30.09.2023,LOAN_2067934766,0,0 days,"964,907"
14732,30.06.2023,LOAN_2067934766,0,0 days,"999,000"
14733,31.12.2023,LOAN_1578165463,0,0 days,"71,218"
14734,30.09.2023,LOAN_1578165463,0,0 days,"88,767"
14735,30.06.2023,LOAN_1578165463,0,0 days,"105,511"
14736,31.03.2023,LOAN_1578165463,0,0 days,"121,518"
14737,31.12.2022,LOAN_1578165463,0,0 days,"136,940"
14738,31.03.2023,LOAN_1780845411,0,0 days,"367,499"
14739,31.03.2023,LOAN_1780574755,0,0 days,"321,346"
14740,31.03.2023,LOAN_1780320672,0,0 days,"207,012"
14741,31.03.2023,LOAN_1781094575,0,0 days,"353,953"
14742,31.03.2023,LOAN_1780840628,0,0 days,"149,443"
14743,31.03.2023,LOAN_1780328325,0,0 days,"498,387"
14744,31.12.2023,LOAN_1781094575,0,0 days,"206,709"
14745,31.12.2023,LOAN_1780840628,0,0 days,"64,412"
14746,31.12.2023,LOAN_1780328325,0,0 days,"291,058"
14747,31.12.2023,LOAN_1780845411,0,0 days,"292,366"
14748,31.12.2023,LOAN_1780320672,0,0 days,"120,895"
14749,31.12.2023,LOAN_1780321941,0,0 days,"292,407"
14750,31.12.2023,LOAN_1780320655,0,0 days,"207,011"
14751,30.09.2023,LOAN_1780320655,0,0 days,"256,921"
14752,30.09.2023,LOAN_1780845411,0,0 days,"317,816"
14753,30.09.2023,LOAN_1780320672,0,0 days,"150,042"
14754,30.09.2023,LOAN_1780840628,0,0 days,"93,182"
14755,30.09.2023,LOAN_1780584161,0,0 days,"293,600"
14756,30.09.2023,LOAN_1780321941,0,0 days,"362,905"
14757,30.09.2023,LOAN_1781094575,0,0 days,"256,545"
14758,30.06.2023,LOAN_1780320655,0,0 days,"306,059"
14759,30.06.2023,LOAN_1781094575,0,0 days,"305,612"
14760,30.06.2023,LOAN_1780574755,0,0 days,"312,071"
14761,30.06.2023,LOAN_1780845411,0,0 days,"342,843"
14762,30.06.2023,LOAN_1780584161,0,0 days,"349,751"
14763,30.06.2023,LOAN_1780321941,0,0 days,"432,314"
14764,30.06.2023,LOAN_1780320672,0,0 days,"178,739"
14765,30.06.2023,LOAN_1780328325,0,0 days,"430,319"
14766,30.06.2023,LOAN_1780840628,0,0 days,"124,295"
14767,31.03.2023,LOAN_1781083591,0,0 days,"224,389"
14768,31.03.2023,LOAN_1780320655,0,0 days,"354,472"
14769,31.03.2023,LOAN_1780321941,0,0 days,"500,697"
14770,31.03.2023,LOAN_1780581342,67,61 - 90,"462,279"
14771,31.03.2023,LOAN_1780584161,0,0 days,"405,071"
14772,30.09.2023,LOAN_1780328325,8,1 - 30,"361,246"
14773,31.12.2023,LOAN_1780584161,0,0 days,"236,570"
14774,31.12.2022,LOAN_1780328325,0,0 days,"565,614"
14775,31.12.2022,LOAN_1780581342,0,0 days,"462,279"
14776,31.12.2022,LOAN_1780584161,0,0 days,"459,708"
14777,31.12.2022,LOAN_1780582413,0,0 days,"165,742"
14778,31.12.2022,LOAN_1780840628,0,0 days,"176,997"
14779,31.12.2022,LOAN_1780574755,0,0 days,"337,510"
14780,31.12.2022,LOAN_1780321941,0,0 days,"568,236"
14781,31.12.2022,LOAN_1780845411,0,0 days,"391,911"
14782,31.12.2022,LOAN_1780320655,0,0 days,"402,286"
14783,31.12.2022,LOAN_1781083591,0,0 days,"253,211"
14784,31.12.2022,LOAN_1780320672,0,0 days,"234,935"
14785,31.12.2022,LOAN_1781094575,0,0 days,"401,698"
14786,31.03.2023,LOAN_1794170125,0,0 days,"113,708"
14787,31.12.2023,LOAN_1794170125,0,0 days,"73,066"
14788,30.06.2023,LOAN_1794170125,0,0 days,"101,606"
14789,30.09.2023,LOAN_1794170125,0,0 days,"87,647"
14790,31.12.2022,LOAN_1794170125,0,0 days,"121,614"
14791,31.03.2023,LOAN_1978219436,0,0 days,"302,815"
14792,30.09.2023,LOAN_1978219436,0,0 days,"279,686"
14793,30.06.2023,LOAN_1978219436,0,0 days,"291,366"
14794,30.06.2023,LOAN_1978212845,67,61 - 90,"632,801"
14795,31.03.2023,LOAN_1978212845,0,0 days,"640,415"
14796,31.12.2023,LOAN_1978219436,0,0 days,"273,579"
14797,31.03.2023,LOAN_1997906150,0,0 days,"59,010"
14798,31.03.2023,LOAN_1978221109,0,0 days,"53,610"
14799,31.03.2023,LOAN_1978219273,0,0 days,"88,572"
14800,31.03.2023,LOAN_1978217032,0,0 days,"88,572"
14801,31.03.2023,LOAN_1978213306,0,0 days,"35,429"
14802,31.03.2023,LOAN_1978215193,0,0 days,"32,607"
14803,31.03.2023,LOAN_1978214655,2,1 - 30,"38,455"
14804,31.03.2023,LOAN_1978214547,0,0 days,"124,928"
14805,31.03.2023,LOAN_1995050125,0,0 days,"75,385"
14806,31.03.2023,LOAN_1978214494,0,0 days,"56,686"
14807,31.03.2023,LOAN_1978214179,0,0 days,"55,801"
14808,31.03.2023,LOAN_1975366149,0,0 days,"71,744"
14809,31.12.2023,LOAN_1978221109,0,0 days,"14,491"
14810,31.12.2023,LOAN_1978216502,0,0 days,"8,620"
14811,31.12.2023,LOAN_1978214179,0,0 days,"23,941"
14812,31.12.2023,LOAN_1978214655,2,1 - 30,"15,322"
14813,31.12.2023,LOAN_1978216016,0,0 days,"9,103"
14814,31.12.2023,LOAN_1978217091,0,0 days,"11,782"
14815,30.09.2023,LOAN_1978214179,0,0 days,"32,280"
14816,30.09.2023,LOAN_1978214494,0,0 days,"32,792"
14817,30.09.2023,LOAN_2029908858,0,0 days,"21,214"
14818,30.09.2023,LOAN_1978217032,0,0 days,"51,237"
14819,30.09.2023,LOAN_1978213306,0,0 days,"20,495"
14820,30.09.2023,LOAN_1978216502,0,0 days,"14,556"
14821,30.09.2023,LOAN_1978217091,0,0 days,"19,893"
14822,30.09.2023,LOAN_1997906150,5,1 - 30,"36,215"
14823,30.09.2023,LOAN_1978220267,0,0 days,"28,181"
14824,30.09.2023,LOAN_1978214655,1,1 - 30,"23,637"
14825,30.09.2023,LOAN_1978213932,0,0 days,"35,866"
14826,30.06.2023,LOAN_1997906150,0,0 days,"48,038"
14827,30.06.2023,LOAN_1978217091,0,0 days,"27,412"
14828,30.06.2023,LOAN_1975366149,0,0 days,"57,188"
14829,30.06.2023,LOAN_1978214655,1,1 - 30,"31,355"
14830,30.06.2023,LOAN_1978213932,0,0 days,"49,422"
14831,30.06.2023,LOAN_1978217032,0,0 days,"70,603"
14832,30.06.2023,LOAN_1995050125,0,0 days,"52,508"
14833,30.06.2023,LOAN_1978216502,0,0 days,"20,057"
14834,30.06.2023,LOAN_1978221552,0,0 days,"53,608"
14835,30.06.2023,LOAN_2060006431,0,0 days,"50,000"
14836,30.06.2023,LOAN_1978214494,0,0 days,"45,186"
14837,30.06.2023,LOAN_1978220609,0,0 days,"24,711"
14838,30.06.2023,LOAN_1978216016,0,0 days,"21,181"
14839,30.06.2023,LOAN_1978220267,0,0 days,"38,831"
14840,30.06.2023,LOAN_1978214179,0,0 days,"44,480"
14841,30.06.2023,LOAN_2029908858,0,0 days,"26,611"
14842,30.06.2023,LOAN_1978213306,0,0 days,"28,241"
14843,30.06.2023,LOAN_1978221109,0,0 days,"35,938"
14844,31.03.2023,LOAN_1978219047,0,0 days,"37,717"
14845,31.03.2023,LOAN_1978215523,0,0 days,"88,572"
14846,31.03.2023,LOAN_1978218641,0,0 days,"20,517"
14847,31.03.2023,LOAN_1978213882,0,0 days,"53,143"
14848,31.03.2023,LOAN_1978213932,0,0 days,"62,001"
14849,31.03.2023,LOAN_1978214217,0,0 days,"97,430"
14850,31.03.2023,LOAN_1978217091,0,0 days,"34,389"
14851,31.03.2023,LOAN_1978216502,0,0 days,"25,162"
14852,31.03.2023,LOAN_1978214849,0,0 days,"24,116"
14853,31.03.2023,LOAN_1978220267,0,0 days,"48,715"
14854,31.03.2023,LOAN_1978216016,0,0 days,"26,572"
14855,31.03.2023,LOAN_1978220609,0,0 days,"31,000"
14856,31.03.2023,LOAN_1978221552,0,0 days,"67,252"
14857,30.09.2023,LOAN_1978221109,0,0 days,"25,759"
14858,30.09.2023,LOAN_1978216016,0,0 days,"15,371"
14859,31.12.2023,LOAN_1978213306,0,0 days,"12,138"
14860,31.12.2023,LOAN_1978214494,0,0 days,"7,783"
14861,31.12.2023,LOAN_2029908858,0,0 days,"15,385"
14862,31.12.2023,LOAN_1978213932,0,0 days,"21,242"
14863,31.12.2023,LOAN_1997906150,0,0 days,"23,454"
14864,31.12.2023,LOAN_1978220267,0,0 days,"16,690"
14865,30.09.2023,LOAN_1959406374,0,0 days,"120,021"
14866,30.06.2023,LOAN_1959406374,0,0 days,"126,910"
14867,31.03.2023,LOAN_1959406374,0,0 days,"133,528"
14868,31.12.2022,LOAN_1959406374,0,0 days,"140,000"
14869,31.12.2023,LOAN_2139909337,0,0 days,"1,821,125"
14870,31.03.2023,LOAN_2007346148,0,0 days,"617,169"
14871,31.12.2023,LOAN_2078133654,0,0 days,"43,312"
14872,31.12.2023,LOAN_2132506435,0,0 days,"242,482"
14873,30.09.2023,LOAN_2078133654,0,0 days,"197,365"
14874,30.06.2023,LOAN_1629554125,0,0 days,"45,352"
14875,31.03.2023,LOAN_1629554125,0,0 days,"58,129"
14876,30.09.2023,LOAN_1629554125,0,0 days,"32,186"
14877,31.12.2023,LOAN_1629554125,0,0 days,"18,615"
14878,31.12.2022,LOAN_1629554125,0,0 days,"70,568"
14879,31.03.2023,LOAN_1649086148,0,0 days,"113,013"
14880,30.06.2023,LOAN_1649086148,0,0 days,"98,125"
14881,30.09.2023,LOAN_1649086148,0,0 days,"82,552"
14882,31.12.2023,LOAN_1649086148,0,0 days,"66,230"
14883,31.12.2022,LOAN_1649086148,0,0 days,"127,357"
14884,31.03.2023,LOAN_1693616151,0,0 days,"126,169"
14885,31.03.2023,LOAN_1706908952,0,0 days,"550,595"
14886,31.12.2023,LOAN_1693616151,0,0 days,"75,701"
14887,31.12.2023,LOAN_1699311125,0,0 days,"32,552"
14888,31.12.2023,LOAN_1706908952,0,0 days,"359,492"
14889,30.09.2023,LOAN_1702003125,0,0 days,"213,643"
14890,30.09.2023,LOAN_1699311125,1,1 - 30,"37,411"
14891,30.09.2023,LOAN_1706908952,0,0 days,"424,685"
14892,30.06.2023,LOAN_1706908952,0,0 days,"488,346"
14893,30.06.2023,LOAN_1693616151,0,0 days,"109,728"
14894,30.06.2023,LOAN_1699311125,1,1 - 30,"40,862"
14895,30.06.2023,LOAN_1702003125,0,0 days,"247,645"
14896,30.06.2023,LOAN_1703492125,2,1 - 30,"122,977"
14897,31.03.2023,LOAN_1702003125,0,0 days,"280,893"
14898,31.03.2023,LOAN_1703492125,0,0 days,"133,481"
14899,31.03.2023,LOAN_1699311125,2,1 - 30,"44,182"
14900,30.09.2023,LOAN_1693616151,0,0 days,"92,915"
14901,30.09.2023,LOAN_1703492125,2,1 - 30,"106,940"
14902,31.12.2023,LOAN_1703492125,64,61 - 90,"101,523"
14903,31.12.2023,LOAN_1702003125,0,0 days,"178,825"
14904,31.12.2022,LOAN_1699311125,2,1 - 30,"47,379"
14905,31.12.2022,LOAN_1704866146,24,1 - 30,"204,289"
14906,31.12.2022,LOAN_1693616151,0,0 days,"142,307"
14907,31.12.2022,LOAN_1703492125,3,1 - 30,"154,096"
14908,31.12.2022,LOAN_1706908952,0,0 days,"611,734"
14909,31.12.2022,LOAN_1702003125,0,0 days,"313,543"
14910,31.03.2023,LOAN_1737251125,0,0 days,"8,158"
14911,31.12.2022,LOAN_1737251125,0,0 days,"14,014"
14912,31.12.2022,LOAN_1734908582,0,0 days,"58,556"
14913,31.03.2023,LOAN_1734908361,0,0 days,"84,831"
14914,31.03.2023,LOAN_1712908901,0,0 days,"83,895"
14915,31.12.2023,LOAN_1712908901,0,0 days,"54,422"
14916,31.12.2023,LOAN_1734908361,0,0 days,"60,259"
14917,30.09.2023,LOAN_1712908901,0,0 days,"64,709"
14918,30.09.2023,LOAN_1734908361,0,0 days,"68,840"
14919,30.06.2023,LOAN_1734908361,0,0 days,"77,016"
14920,30.06.2023,LOAN_1712908901,0,0 days,"74,518"
14921,31.12.2022,LOAN_1734908361,0,0 days,"92,385"
14922,31.12.2022,LOAN_1712908901,0,0 days,"92,942"
14923,31.03.2023,LOAN_1734909247,0,0 days,"605,182"
14924,31.12.2022,LOAN_1734909247,0,0 days,"615,930"
14925,31.03.2023,LOAN_1735176148,0,0 days,"114,421"
14926,31.03.2023,LOAN_1726306345,0,0 days,"55,752"
14927,31.12.2023,LOAN_1721617125,0,0 days,"34,552"
14928,30.09.2023,LOAN_1726306345,0,0 days,"43,203"
14929,30.09.2023,LOAN_1722406365,0,0 days,"83,710"
14930,30.06.2023,LOAN_1726306345,0,0 days,"49,540"
14931,30.06.2023,LOAN_1735176148,14,1 - 30,"106,623"
14932,30.06.2023,LOAN_1722406365,0,0 days,"95,987"
14933,30.06.2023,LOAN_1721617125,0,0 days,"47,436"
14934,31.03.2023,LOAN_1722406365,0,0 days,"108,021"
14935,31.03.2023,LOAN_1721617125,0,0 days,"53,700"
14936,30.09.2023,LOAN_1721617125,0,0 days,"41,058"
14937,31.12.2023,LOAN_1722406365,0,0 days,"71,170"
14938,31.12.2023,LOAN_1726306345,0,0 days,"36,731"
14939,31.12.2022,LOAN_1726306345,0,0 days,"61,866"
14940,31.12.2022,LOAN_1722406365,0,0 days,"119,866"
14941,31.12.2022,LOAN_1721617125,0,0 days,"59,854"
14942,31.12.2022,LOAN_1735176148,0,0 days,"125,963"
14943,31.12.2022,LOAN_1738276147,17,1 - 30,"316,258"
14944,31.03.2023,LOAN_1978215996,0,0 days,"397,033"
14945,30.06.2023,LOAN_1978215996,0,0 days,"385,607"
14946,31.03.2023,LOAN_1953567125,0,0 days,"822,467"
14947,31.03.2023,LOAN_1937929640,0,0 days,"586,284"
14948,31.03.2023,LOAN_1947908440,0,0 days,"371,017"
14949,31.12.2023,LOAN_1953567125,0,0 days,"756,669"
14950,31.12.2023,LOAN_1947908440,0,0 days,"344,006"
14951,31.12.2023,LOAN_1937932892,0,0 days,"832,339"
14952,31.12.2023,LOAN_1937929640,0,0 days,"537,795"
14953,30.09.2023,LOAN_1937932892,0,0 days,"859,689"
14954,30.09.2023,LOAN_1937929640,0,0 days,"555,466"
14955,30.06.2023,LOAN_1937932892,0,0 days,"884,436"
14956,30.06.2023,LOAN_1953567125,0,0 days,"802,353"
14957,30.06.2023,LOAN_1957706397,0,0 days,"571,067"
14958,30.06.2023,LOAN_1937929640,0,0 days,"571,456"
14959,30.06.2023,LOAN_1947908440,0,0 days,"364,946"
14960,31.03.2023,LOAN_1937932892,0,0 days,"907,385"
14961,31.03.2023,LOAN_1957706397,0,0 days,"585,398"
14962,30.09.2023,LOAN_1947908440,0,0 days,"355,003"
14963,30.09.2023,LOAN_1953567125,0,0 days,"780,662"
14964,31.12.2022,LOAN_1937929640,0,0 days,"600,934"
14965,31.12.2022,LOAN_1957706397,0,0 days,"660,000"
14966,31.12.2022,LOAN_1937928750,0,0 days,"323,488"
14967,31.12.2022,LOAN_1937932892,0,0 days,"930,059"
14968,31.12.2022,LOAN_1953567125,0,0 days,"842,380"
14969,31.12.2022,LOAN_1947908440,0,0 days,"380,000"
